-0.677,-0.12,0.615,0.257,-0.211,1.724,1.172,0
0.28,0.16,0.145,-0.045,-0.495,-1.589,-1.034,2
0.066,0.487,0.689,1.205,0.883,1.606,1.666,4
-0.078,0.5,0.561,1.766,2.508,3.716,3.849,5
-1.057,-2.446,0.168,-1.16,-0.38,0.843,0.474,1
0.1,0.313,-1.161,-0.65,-0.594,-0.693,2.224,3
-0.457,-1.938,-0.592,-0.208,-0.438,0.067,0.832,1
-1.063,-1.941,0.407,0.113,0.195,0.9,0.83,1
-1.674,-2.258,-0.627,-0.563,-3.66,1.05,0.446,1
-0.712,-2.446,0.307,0.069,-0.72,1.46,1.578,1
-1.461,-1.806,-0.069,-0.839,-1.665,0.875,0.464,1
-1.322,-3.467,-0.051,-0.588,-4.222,1.594,1.012,1
-0.064,-0.158,0.16,0.511,0.644,1.48,1.661,0
-0.4,-1.345,-0.282,-0.071,0.379,3.962,3.122,5
-0.105,-0.266,0.326,0.769,0.655,1.725,0.785,4
0.272,0.236,-0.073,-0.415,-0.743,-1.121,-1.797,2
0.259,0.118,0.026,-0.846,-0.963,-0.971,-1.643,2
-0.069,-0.43,0.745,0.41,0.348,2.296,2.061,0
-1.061,-4.479,0.735,0.22,-0.285,2.12,0.627,1
0.004,-0.077,0.478,0.277,0.343,1.626,1.14,0
0.414,0.315,0.086,0.032,-0.265,-1.544,-2.128,2
0.363,0.444,0.269,-0.273,-0.112,-1.824,-1.848,2
-0.289,-0.459,0.01,0.366,0.175,2.083,0.598,0
0.144,0.208,0.629,1.143,1.251,1.628,1.01,4
-0.882,-1.032,0.763,-0.066,-2.079,1.544,1.091,1
-0.27,-1.566,0.916,1.33,1.162,2.328,2.498,5
-0.608,-1.733,-1.309,0.171,0.718,1.22,0.973,1
-0.352,-0.379,0.239,0.417,0.161,2.422,1.574,0
-0.468,-0.837,0.186,1.354,0.809,1.887,1.674,4
0.005,-0.24,0.149,0.604,0.746,1.878,1.383,4
-0.574,-1.649,0.109,-0.018,-0.42,0.729,0.325,1
-0.746,-0.746,0.479,0.162,-0.342,1.931,1.781,0
0.084,-0.358,-0.202,-0.342,-0.593,-1.035,-1.721,2
0.201,0.081,0.287,0.749,0.508,1.649,1.036,4
0.314,0.595,0.763,1.349,1.12,2.225,1.43,4
0.009,-0.079,-0.047,0.58,1.025,1.983,0.943,4
-0.01,-0.057,-0.137,0.584,0.841,2.196,1.344,4
0.102,0.168,0.251,1.153,1.743,3.036,3.032,5
-0.269,-0.676,0.034,0.9,0.568,2.02,1.42,4
-0.162,-0.583,-0.101,0.216,-0.55,1.755,0.854,0
-0.299,0.643,-0.377,0.225,0.102,2.262,2.066,0
-0.007,-0.418,0.255,0.348,0.447,1.795,2.09,0
-0.092,-0.386,-1.758,0.347,0.328,1.654,3.768,0
0.333,0.252,0.21,-0.699,-0.881,-1.575,-2.767,2
0.09,-0.143,0.023,-0.129,-0.39,-1.655,-1.638,2
0.081,-0.405,-0.373,0.142,0.066,1.607,0.826,0
0.014,0.124,0.45,1.303,1.726,2.67,2.991,5
0.087,-0.203,-0.498,-0.298,-0.427,-1.089,-1.667,2
0.283,0.14,0.412,-0.066,-0.242,-1.393,-1.914,2
0.16,0.09,0.484,0.74,0.921,2.386,1.738,4
0.157,0.05,0.134,0.944,1.194,3.312,1.948,5
-0.021,-0.222,-0.086,0.488,0.801,1.618,0.827,4
-0.784,-1.757,0.187,0.681,0.509,1.69,2.783,0
-0.069,0.566,0.548,1.078,1.289,3.088,2.27,5
0.039,0.06,-0.226,-0.122,-0.492,-1.859,-0.969,2
0.424,0.419,0.302,-0.101,-0.165,-1.777,-1.772,2
-0.592,-0.37,0.311,-0.084,-0.445,1.772,2.581,0
0.366,0.295,-0.021,1.279,1.443,1.761,2.341,4
-0.136,-0.324,-0.319,0.369,0.932,1.875,2.406,0
-0.16,-0.448,0.384,0.187,0.119,2.112,1.423,0
-0.482,-1.189,0.267,0.266,0.569,1.739,0.746,0
-0.694,-1.937,0.568,0.49,0.156,1.423,1.175,1
0.297,0.176,0.244,-0.218,-0.604,-1.268,-2.274,2
-0.269,-0.429,0.908,0.662,0.55,1.629,1.183,4
0.279,0.156,-0.043,0.435,0.4,1.7,0.974,4
0.031,0.027,0.597,0.792,0.648,1.799,2.042,4
0.218,0.217,0.207,-0.209,-0.441,-1.963,-1.061,2
-0.012,-0.189,0.471,1.058,1.438,3.546,2.68,5
0.027,0.318,-0.03,0.488,0.511,1.741,2.127,0
0.053,-0.35,-0.5,-1.082,-1.185,-2.196,0.404,3
-0.037,-0.264,-0.496,-0.569,-0.684,-1.83,-1.793,2
-0.008,-0.069,0.014,1.101,1.159,2.913,2.154,5
0.262,-0.05,0.064,-0.46,-0.738,-1.804,-2.292,2
-0.034,0.06,-0.366,-0.679,-0.743,-1.808,-1.134,2
0.276,-0.054,0.161,-0.09,-0.32,-1.872,-2.08,2
-0.333,-0.684,-0.434,-0.398,-0.911,-2.527,-2.081,2
0.173,0.04,-0.159,-0.43,-0.701,-1.955,-1.699,2
-0.052,-0.066,-0.712,-0.665,-0.272,-1.123,-1.615,2
-0.056,-0.24,-0.472,-0.678,-0.828,-1.591,-1.385,2
0.328,-0.006,0.343,0.066,-0.363,-1.823,-2.039,2
0.157,-0.2,0.377,-0.628,-0.909,-0.2,-1.597,2
0.056,-0.085,-0.09,-0.261,0.629,1.195,1.825,0
-0.817,-2.225,0.727,0.083,-0.031,1.974,1.357,1
-0.056,-0.079,0.008,1.122,1.217,2.615,2.206,5
-0.878,-1.168,0.032,0.103,0.271,1.93,2.625,0
-0.424,-0.539,-0.215,0.095,0.12,1.937,1.123,0
0.104,0.104,0.512,0.693,0.772,2.358,2.028,4
0.199,-0.02,-0.103,-0.251,-0.331,-1.096,-1.753,2
0.132,0.03,0.15,0.258,0.752,1.76,0.989,4
-1.55,-1.932,-0.465,-0.791,-0.423,0.303,0.209,1
0.146,-0.111,-0.235,-1.014,-1.405,-3.278,-2.823,2
-0.831,-2.645,0.402,0.241,-0.354,1.027,1.224,1
0.005,0.156,-0.442,-0.156,-0.428,-1.81,-1.702,2
-0.002,-0.203,0.267,0.295,0.497,1.967,2.117,0
-0.181,-0.077,-0.411,0.625,0.448,1.592,1.862,0
0.037,0.041,-0.527,-0.596,-0.851,-0.372,-1.76,2
0.147,-0.194,-0.303,-0.704,-0.748,-1.733,-3.071,2
0.247,-0.021,-0.21,-0.229,-0.309,-1.585,-1.127,2
0.009,0.013,-0.2,0.629,1.576,1.802,1.906,4
0.186,0.216,-0.264,-0.056,-0.446,-1.842,-0.393,2
-0.729,0.361,-0.26,-0.054,-1.605,-0.135,0.61,3
0.293,0.456,-0.473,-0.25,-0.098,-0.537,1.836,3
0.697,0.89,0.821,0.767,0.419,1.367,1.851,4
0.148,0.408,0.116,0.727,0.717,2.063,1.822,4
0.318,0.521,0.736,0.638,0.662,1.775,0.977,4
0.412,0.074,0.068,-0.413,-0.574,-1.909,-1.51,2
0.413,0.229,0.651,1.127,1.146,3.796,3.437,5
0.129,-0.02,0.426,0.88,-0.402,1.31,2.034,0
-0.123,0.333,-0.179,-0.188,-1.256,0.521,3.072,0
0.386,0.246,0.301,-0.564,-0.815,-1.607,0.098,3
0.453,0.657,0.649,0.245,-0.112,1.756,2.893,0
-0.113,0.565,-0.239,0.292,0.303,1.932,0.985,0
0.172,0.645,0.363,1.319,1.195,2.172,2.677,5
-0.125,0.404,-0.175,0.217,0.701,3.082,2.89,5
-0.034,0.231,0.409,0.709,0.484,2.219,1.877,4
0.219,1.08,0.3,-0.62,-0.856,-1.637,-2.099,2
-0.267,1.653,-0.188,-0.031,0.071,0.319,0.675,3
0.3,0.15,0.619,0.738,0.476,1.673,1.001,4
0.257,0.542,-0.241,-0.11,-0.562,-0.066,1.865,3
0.1,0.401,0.473,0.92,0.723,2.719,1.938,4
0.171,0.049,-0.225,-0.638,-0.528,-1.766,-1.71,2
0.049,-0.013,-0.352,-0.955,-1.104,-1.383,-1.72,2
-0.749,-0.037,1.889,1.698,1.417,3.906,3.685,5
0.04,0.826,0.309,0.476,0.49,1.64,1.585,4
-0.758,0.087,0.558,0.382,0.451,1.758,1.592,0
0.185,1.3,-0.137,-1.486,-1.929,-1.6,-1.535,2
0.093,1.195,0.017,0.102,0.157,1.87,1.401,0
0.15,-0.1,-0.291,-0.463,-0.587,-1.11,-2.004,2
-0.071,1.323,-0.032,0.096,0.065,2.197,3.261,0
0.437,0.024,-0.644,-0.976,0.002,-1.91,-1.082,2
-0.153,0.353,0.379,0.842,0.509,1.737,2.231,4
-0.011,0.72,0.062,-0.053,-0.574,1.541,2.6,0
-0.122,-0.3,0.365,0.305,-0.317,1.505,1.691,0
0.233,0.119,0.366,1.106,1.033,2.2,2.256,4
0.04,0.656,0.852,1.55,2.345,0.66,0.63,4
0.198,0.084,-0.268,-0.597,-0.534,-0.794,-1.887,2
0.346,0.715,0.433,1.239,1.738,2.377,2.043,5
0.45,0.292,0.241,-0.841,-1.211,-1.87,-0.031,3
-0.268,0.075,-0.024,0.043,0.683,1.278,1.918,0
0.386,0.356,0.335,-0.511,-0.743,-2.01,-1.231,2
0.178,0.277,0.333,1.174,1.295,3.789,3.677,5
-0.133,-1.37,0.25,0.433,-2.327,1.866,1.399,1
-0.292,-0.971,-0.612,0.463,-1.676,0.826,1.082,1
0.091,0.311,0.445,0.742,0.826,2.7,1.89,4
0.044,0.274,-0.092,-0.215,-0.501,1.827,1.676,0
0.313,0.216,-0.166,-0.487,-0.37,-1.892,-1.233,2
0.095,0.248,0.143,-0.174,-0.438,-1.59,-1.58,2
0.21,0.266,0.305,1.094,1.38,2.851,2.996,5
0.244,0.229,-0.038,-0.765,-0.628,-1.71,-1.127,2
0.288,0.36,0.295,0.392,0.883,1.679,0.814,4
0.004,0.295,0.741,1.342,0.924,3.522,3.049,5
0.09,0.192,0.469,0.404,-0.257,0.902,2.257,0
-0.088,-0.271,0.301,0.359,-0.249,1.625,1.702,0
0.255,0.414,0.189,1.382,1.77,2.959,2.256,5
-0.943,-1.575,0.554,0.393,-0.506,1.876,1.625,1
0.278,0.457,0.633,0.298,0.071,-1.249,-1.595,2
-0.139,-0.482,0.239,0.197,-0.043,1.369,2.007,0
0.202,0.39,0.409,0.849,1.285,2.187,2.576,5
-0.126,-0.2,0.401,0.891,0.673,2.059,3.24,5
0.043,-0.197,-0.219,-0.485,-0.197,-1.624,-1.283,2
0.14,0.238,0.189,0.546,0.674,1.589,1.286,4
-0.384,-1.078,0.256,-0.149,-0.686,2.092,1.686,1
0.218,0.197,0.077,0.982,1.393,3.937,3.389,5
0.483,0.146,0.05,-0.794,-1.567,-2.123,-2.861,2
0.287,0.311,0.181,0.553,0.382,1.661,1.481,4
0.431,0.215,0.432,0.621,0.681,1.598,1.063,4
0.346,0.633,2.075,1.714,1.216,0.812,1.764,4
0.391,0.225,-0.345,-1.341,-1.342,-2.551,-2.773,2
0.15,-0.159,0.186,0.456,0.624,0.898,1.618,0
0.363,0.186,0.511,0.637,1.15,1.652,2.358,4
0.27,0.208,0.283,-0.432,0.14,1.826,1.778,0
-0.342,0.075,1.291,1.184,2.042,1.044,0.919,4
0.274,0.223,0.117,0.607,1.008,2.302,2.934,5
0.345,0.38,0.495,0.893,1.092,2.618,1.694,4
0.296,0.216,0.143,-0.528,-0.547,-1.662,-1.969,2
0.544,0.555,0.211,-0.55,-0.768,-1.899,-1.029,2
-0.923,-0.448,0.0,0.628,-0.202,2.172,2.598,0
0.358,0.341,0.208,0.497,0.999,1.005,1.91,4
0.185,0.3,0.777,0.939,0.98,2.245,2.037,4
-0.651,-0.366,-0.212,-0.173,0.616,1.325,3.563,0
0.672,0.091,-0.006,0.027,0.298,2.011,1.481,0
0.045,-0.509,-0.47,-0.404,-0.022,-1.651,-1.713,2
-0.098,0.173,0.115,0.504,0.808,1.897,1.219,4
0.075,-0.057,0.296,0.524,0.157,1.731,1.529,0
0.245,-0.046,-0.256,-0.703,-1.734,0.051,-0.374,3
0.258,0.08,-0.287,-0.204,-0.312,1.651,1.861,0
-0.185,-0.225,-0.333,-0.029,0.321,1.582,1.613,0
-0.085,0.341,0.008,0.137,0.673,1.786,1.311,4
0.054,-0.192,-0.581,-0.269,-0.395,0.481,1.805,0
-0.312,-0.146,0.388,0.025,-0.214,1.061,1.854,0
0.258,0.703,1.014,0.995,1.215,2.962,3.603,5
-0.125,-0.038,0.431,0.28,-2.364,1.865,1.413,1
0.42,0.294,0.587,0.981,1.491,2.174,3.126,5
0.242,0.161,-0.126,-0.428,-0.658,-1.824,-1.654,2
0.324,0.112,-0.489,-0.944,-0.805,-1.763,-0.086,3
0.375,0.51,0.676,-0.12,-0.174,-1.355,-1.941,2
0.494,0.467,0.791,0.127,0.062,-0.805,-1.633,2
0.327,0.229,-0.248,-0.238,-0.461,-2.05,-2.154,2
0.281,0.079,0.039,0.417,0.608,1.921,1.381,4
-0.186,-0.107,-0.356,0.896,0.438,3.172,3.392,5
0.053,0.104,0.262,0.594,0.897,2.586,2.171,4
-0.135,-0.205,0.269,0.576,0.547,2.004,2.728,0
0.1,0.099,-0.024,0.307,-0.623,1.864,0.995,0
0.068,0.115,-0.279,1.065,1.312,2.506,3.102,5
-0.084,0.066,0.167,0.477,0.532,1.59,1.601,0
0.077,-0.022,-0.309,0.306,0.398,1.734,1.803,0
-0.249,-0.367,-0.232,0.38,-0.627,1.47,2.503,0
0.375,0.535,0.214,0.006,-0.403,-1.723,-2.139,2
-0.508,0.017,0.787,0.413,-2.322,0.951,0.408,1
0.274,0.391,0.206,-0.858,-0.787,-2.021,-1.732,2
0.276,0.417,0.443,-0.463,-0.4,-2.398,-2.459,2
0.568,0.455,0.469,-0.361,-0.471,-2.239,-1.316,2
-0.023,0.154,1.061,1.999,1.735,3.828,3.824,5
0.131,-0.148,-0.274,-0.745,-0.894,-1.688,-1.733,2
-0.395,-0.527,-0.359,0.231,-0.027,1.793,1.221,0
0.133,0.665,0.712,2.006,1.992,3.606,3.115,5
-0.966,-1.651,-0.185,-0.254,-1.455,1.871,2.575,1
0.178,-0.103,0.506,0.479,-0.398,2.051,1.109,0
0.112,0.179,0.03,-0.498,-0.691,-1.666,-1.62,2
-0.602,-1.609,0.229,0.015,-0.555,1.269,1.015,1
0.191,-0.086,-0.33,-1.002,-1.319,-2.735,-2.712,2
-0.008,-1.137,-2.302,-2.043,-2.472,1.33,1.464,1
0.097,-0.028,-0.226,-0.882,-1.114,-2.052,-1.749,2
0.56,0.425,0.914,0.552,0.231,0.175,1.673,0
0.03,-0.035,-0.071,-0.717,-0.709,-1.911,-1.875,2
0.159,0.218,-0.057,-0.739,-0.973,-1.976,-1.988,2
0.305,0.388,1.045,1.705,2.056,3.239,3.244,5
0.102,-0.047,-0.081,-0.785,-0.605,-2.402,-0.825,2
0.12,0.04,0.143,-0.876,-0.67,-1.945,-1.568,2
-0.196,0.28,0.362,1.533,1.855,3.953,3.0,5
-0.206,0.321,0.418,0.455,0.351,1.589,0.782,4
0.103,-0.245,-0.063,-0.597,-0.904,-1.772,-1.444,2
-0.608,-0.343,0.501,-0.081,-1.952,1.074,0.952,1
0.074,-0.085,0.423,0.952,1.273,3.329,2.167,5
0.249,0.557,0.214,-0.306,-0.414,-1.683,-2.336,2
-0.398,-0.061,0.278,0.567,0.818,1.756,1.863,4
0.266,0.098,-0.427,-0.27,0.045,1.317,1.923,0
0.459,0.455,0.671,0.75,1.046,1.644,0.433,4
-0.02,0.125,0.212,0.589,0.625,1.918,1.853,4
-0.211,0.527,0.775,0.434,0.426,1.578,1.706,4
0.012,0.033,0.371,0.599,0.531,2.141,1.752,4
0.316,0.125,-0.01,-0.626,-0.034,-1.43,-1.821,2
-0.427,-0.535,0.56,0.473,1.069,2.503,2.173,4
0.036,0.05,0.083,-0.605,-0.699,-2.093,0.196,3
-0.157,0.297,0.133,0.199,-0.025,1.638,1.282,0
-0.279,-0.121,0.394,0.602,0.055,1.593,1.11,0
0.258,0.215,0.062,-0.153,-0.511,-1.798,-1.562,2
-0.766,-1.518,0.555,0.401,-0.03,1.738,1.883,0
0.188,0.128,0.298,0.969,1.517,3.984,3.319,5
-0.012,0.102,0.456,1.099,0.961,1.925,2.066,4
-0.106,0.006,0.625,0.716,0.732,2.399,2.164,4
0.343,0.633,0.392,0.839,1.122,1.461,1.731,4
0.497,0.535,-0.032,-0.479,-0.528,-1.669,-1.238,2
0.435,0.037,-0.421,-0.708,-0.704,-1.615,-1.382,2
0.022,0.025,-0.253,-0.519,-0.441,-0.745,1.874,3
0.286,0.206,0.335,-0.995,-1.027,-1.274,-1.632,2
0.122,0.319,1.311,1.351,1.523,2.755,2.459,5
0.08,-0.072,-0.382,-0.716,-1.078,-1.772,-1.793,2
-0.354,-0.334,0.551,0.427,-0.815,1.603,1.919,0
-0.199,-0.772,0.01,-0.299,-0.615,1.61,2.301,0
0.283,0.205,-0.013,-0.136,-0.236,-1.787,-0.61,2
-0.208,0.026,0.43,0.416,0.529,1.678,1.949,0
-0.126,-0.06,-0.445,-0.517,-0.672,-2.201,-0.946,2
-0.505,-0.344,-0.363,0.255,-0.231,1.692,1.766,0
-0.044,-0.007,0.059,0.338,0.699,1.91,2.262,0
-0.005,0.056,0.029,0.404,0.537,0.742,1.976,0
0.294,0.365,0.612,0.796,0.981,1.192,1.869,4
-0.398,-0.075,0.435,0.135,-1.647,0.667,0.41,1
0.12,0.167,-0.119,-1.028,-1.087,-1.827,-1.784,2
0.251,0.053,0.285,0.745,0.701,1.995,2.422,4
0.118,0.274,-0.014,0.347,0.464,1.182,1.663,0
-0.06,-0.037,0.065,0.666,1.174,1.586,2.538,4
-0.734,-0.891,-1.102,-0.277,-2.143,-0.415,0.984,3
-1.537,-2.922,-0.581,-0.94,-1.422,0.672,0.556,1
0.187,0.128,0.326,-0.482,-0.353,-1.178,-1.606,2
0.149,0.136,0.297,0.903,1.71,0.633,-0.205,4
-1.222,-1.847,0.197,-0.516,-0.621,0.529,0.38,1
0.133,-0.139,-0.102,0.152,0.405,1.48,1.869,0
0.41,0.377,0.882,0.807,1.405,1.503,2.575,4
0.119,0.037,0.558,0.359,0.682,1.026,1.774,4
0.254,0.274,1.015,1.422,1.369,1.947,1.943,4
-0.611,-0.63,0.482,1.173,0.964,1.784,1.826,4
0.278,0.13,-0.132,0.763,0.929,1.904,1.01,4
-1.497,-1.813,0.572,0.327,0.232,1.694,2.174,1
0.062,-0.16,-0.145,-1.009,-0.933,-1.186,-2.436,2
0.214,0.124,0.061,-0.225,-0.373,-1.98,-1.924,2
-0.082,-0.243,-0.204,0.366,0.782,1.756,1.543,0
-0.593,-0.177,0.796,1.036,2.168,2.015,1.693,4
-0.387,-0.02,0.067,0.479,1.806,1.555,0.873,4
-0.514,-0.3,0.054,-0.179,-0.861,1.156,2.761,0
-2.091,-1.316,0.291,-0.402,0.045,1.254,0.838,1
0.272,0.177,0.118,1.19,1.269,2.133,2.037,4
0.153,-0.447,-0.998,-1.146,-1.243,-1.836,-1.581,2
-0.757,-0.642,0.499,0.32,-0.156,1.703,1.376,0
-0.638,-0.614,0.219,0.056,-0.019,2.086,1.254,0
0.185,0.404,0.839,1.225,1.316,1.863,1.471,4
0.011,0.046,-0.088,-0.585,-0.659,-2.233,-2.053,2
-0.098,-0.063,0.54,1.144,1.372,2.948,3.054,5
-0.098,-0.141,-0.449,-0.682,-0.684,-1.644,-1.199,2
0.24,0.55,0.878,1.722,1.932,2.382,2.023,5
-0.125,-0.254,0.252,0.229,0.311,1.617,1.048,0
-0.11,0.246,0.38,0.999,1.26,2.54,1.443,4
0.283,0.372,0.489,-0.523,-0.576,-1.089,-1.731,2
0.266,-0.643,0.414,0.189,0.436,2.073,1.53,0
-1.183,-0.809,0.461,-0.26,-1.01,1.733,1.357,1
-0.444,-0.194,0.313,-0.14,-0.228,1.227,1.81,0
0.326,0.447,-0.411,-0.746,-0.995,-2.191,-1.813,2
-0.161,0.46,0.992,1.768,2.399,2.51,3.065,5
-0.957,-0.724,0.136,-0.067,0.47,1.231,2.743,0
-1.036,-1.045,-0.148,-0.499,-0.57,0.859,1.743,1
-0.726,-0.432,-0.386,-0.07,0.3,2.824,1.681,0
0.132,-0.02,-0.065,0.522,0.912,2.538,2.376,4
0.231,0.424,0.301,1.203,1.772,2.606,0.826,4
0.113,0.179,-0.16,-0.61,-0.831,-0.455,-1.9,2
-0.095,0.089,-0.133,0.82,1.013,1.601,1.787,4
0.147,-0.384,-0.093,-0.597,-0.616,-1.65,-2.376,2
0.068,-0.069,0.249,-0.632,-0.631,-1.427,-1.962,2
-1.7,-1.046,0.027,0.287,-0.351,0.943,1.221,1
-2.336,-1.565,0.074,-0.503,-2.424,1.116,0.572,1
-0.024,0.201,0.694,0.347,0.334,1.187,1.683,0
-0.212,0.081,0.519,0.643,0.678,1.599,1.298,4
-2.035,-1.028,0.347,0.017,-0.062,1.131,1.144,1
0.21,-0.007,0.232,-0.714,-0.933,-1.669,-2.173,2
-0.012,-0.05,0.611,0.794,0.706,1.248,1.688,4
-0.348,0.139,0.787,1.284,1.297,3.263,2.987,5
0.066,0.087,0.123,-0.674,-0.873,-0.535,-1.938,2
-0.387,-0.338,-0.109,0.326,1.187,3.116,1.389,4
0.263,0.219,0.033,-0.492,-0.095,-0.92,-1.703,2
0.34,0.023,-0.337,-0.743,-1.022,-2.307,-2.573,2
-0.92,-0.526,0.354,-0.007,2.573,3.914,2.318,5
-1.818,-1.207,0.08,-0.632,-0.462,0.683,0.689,1
0.022,-0.282,-0.363,0.085,-0.728,-1.795,0.535,3
-0.32,-0.45,-0.005,0.483,0.889,1.817,1.886,0
0.029,-0.108,-0.078,-0.885,-0.771,-1.745,-1.956,2
0.153,-0.001,0.092,-0.569,-0.449,-1.263,-2.066,2
-0.339,-0.428,-0.108,0.111,0.345,1.872,0.854,0
-0.143,-0.483,-1.359,-1.302,-1.329,-1.382,-2.783,2
-0.365,0.196,0.286,0.148,0.774,1.649,1.389,4
-0.983,-0.315,0.065,-0.281,0.8,1.654,0.884,0
0.019,-0.388,-0.349,-0.729,-0.782,-2.0,-1.624,2
0.007,-0.205,-0.515,-0.476,-0.515,-1.812,-1.779,2
-0.063,0.101,0.643,1.207,1.723,2.306,2.145,5
-0.329,-0.026,0.107,0.607,1.401,3.067,1.771,5
-0.106,-0.352,-0.226,-0.587,-0.868,-2.075,-2.148,2
0.19,-0.094,-0.072,-0.7,-0.487,-2.104,-2.013,2
-0.001,0.296,0.177,0.743,1.541,2.75,1.653,4
0.006,0.222,0.45,0.555,1.532,2.339,2.498,5
0.111,0.25,0.028,0.661,0.842,1.937,1.859,4
-0.673,-0.495,-0.223,-0.291,-1.76,0.665,-0.077,1
-0.148,-0.064,-0.148,0.996,1.564,3.177,2.411,5
0.248,0.358,0.149,-0.676,-0.841,-2.588,-2.706,2
0.103,-0.01,-0.431,-0.784,-0.544,-1.447,-2.005,2
-0.071,-0.044,-0.057,0.96,0.942,2.229,1.128,4
0.133,0.457,0.402,2.097,2.275,3.533,3.045,5
0.065,0.027,0.049,0.144,0.795,1.138,1.83,0
-0.552,-0.72,-0.113,0.427,0.052,2.976,2.123,0
0.109,0.022,0.157,0.658,1.024,1.241,1.817,4
0.26,0.584,0.424,1.253,1.479,2.014,3.085,5
-0.001,-0.16,-0.44,-0.494,-0.331,-1.533,-1.97,2
0.394,0.044,-0.306,-0.404,-0.504,-1.837,-1.818,2
-0.49,-0.159,0.527,0.113,0.358,2.606,3.39,5
-0.043,-0.223,-0.74,0.069,0.648,1.136,1.908,0
-0.576,-0.593,-0.24,-0.044,0.142,1.976,1.501,0
-0.094,-0.425,-1.068,-0.927,-1.088,-1.836,-1.307,2
-0.117,-0.108,0.595,0.468,1.346,2.57,1.642,4
0.326,0.088,-0.381,-0.801,-0.951,-1.595,-0.802,2
0.1,0.37,0.239,0.582,1.128,2.401,2.339,4
-0.452,0.024,1.182,0.072,0.341,4.285,1.676,5
-0.391,-0.059,0.24,0.346,0.997,1.67,1.64,4
0.079,0.234,0.524,0.76,0.8,2.163,2.758,5
-0.127,0.046,-0.087,1.035,1.125,2.005,1.884,4
0.221,0.142,0.101,-0.876,-1.058,-1.549,-2.318,2
0.112,-0.164,0.043,-0.689,-0.77,-1.827,-1.677,2
-0.25,-0.373,0.161,-0.04,0.33,1.755,1.852,0
-0.176,0.273,0.372,0.516,0.852,1.96,0.672,4
